error: Apr-07-2023 11:02:16: 	500 - undefined - ENOENT: no such file or directory, open './assets/cdw_ace23_buddies.json' - /buddy/deleteBuddy - POST - ::1
info: Apr-12-2023 15:58:27: 	START:: listing All Buddies service
info: Apr-12-2023 15:58:27: 	END:: listing All Buddies service
info: Apr-12-2023 15:58:27: 	SUCCESS
info: Apr-12-2023 15:58:27: 	END :: List all Buddy controller
info: Apr-12-2023 15:58:41: 	START :: List all Buddy controller
info: Apr-12-2023 15:58:41: 	START:: listing All Buddies service
info: Apr-12-2023 15:58:41: 	END:: listing All Buddies service
info: Apr-12-2023 15:58:41: 	SUCCESS
info: Apr-12-2023 15:58:41: 	END :: List all Buddy controller
info: Apr-12-2023 15:58:48: 	START :: List all Buddy controller
info: Apr-12-2023 15:58:48: 	START:: listing All Buddies service
info: Apr-12-2023 15:58:48: 	END:: listing All Buddies service
info: Apr-12-2023 15:58:48: 	SUCCESS
info: Apr-12-2023 15:58:48: 	END :: List all Buddy controller
info: Apr-12-2023 16:04:16: 	START :: List all Buddy controller
info: Apr-12-2023 16:04:16: 	START:: listing All Buddies service
info: Apr-12-2023 16:04:16: 	END:: listing All Buddies service
info: Apr-12-2023 16:04:16: 	SUCCESS
info: Apr-12-2023 16:04:16: 	END :: List all Buddy controller
info: Apr-12-2023 16:04:25: 	START :: List all Buddy controller
info: Apr-12-2023 16:04:25: 	START:: listing All Buddies service
info: Apr-12-2023 16:04:25: 	END:: listing All Buddies service
info: Apr-12-2023 16:04:25: 	SUCCESS
info: Apr-12-2023 16:04:25: 	END :: List all Buddy controller
info: Apr-12-2023 16:05:00: 	START :: List Buddy controller
info: Apr-12-2023 16:05:00: 	START:: List Buddy Service
info: Apr-12-2023 16:05:00: 	END:: List Buddy service
info: Apr-12-2023 16:05:00: 	ERROR
info: Apr-12-2023 16:05:00: 	END :: List Buddy controller
info: Apr-12-2023 16:05:33: 	START :: List Buddy controller
info: Apr-12-2023 16:05:33: 	START:: List Buddy Service
info: Apr-12-2023 16:05:33: 	END:: List Buddy service
info: Apr-12-2023 16:05:33: 	ERROR
info: Apr-12-2023 16:05:33: 	END :: List Buddy controller
info: Apr-12-2023 16:06:49: 	START :: List Buddy controller
info: Apr-12-2023 16:06:49: 	START:: List Buddy Service
info: Apr-12-2023 16:06:49: 	END:: List Buddy service
info: Apr-12-2023 16:06:49: 	SUCCESS
info: Apr-12-2023 16:06:49: 	END :: List Buddy controller
info: Apr-12-2023 16:07:07: 	START :: List Buddy controller
info: Apr-12-2023 16:07:07: 	START:: List Buddy Service
info: Apr-12-2023 16:07:07: 	END:: List Buddy service
info: Apr-12-2023 16:07:07: 	SUCCESS
info: Apr-12-2023 16:07:07: 	END :: List Buddy controller
info: Apr-12-2023 16:11:36: 	START :: List all Buddy controller
info: Apr-12-2023 16:11:36: 	START:: listing All Buddies service
info: Apr-12-2023 16:11:36: 	END:: listing All Buddies service
info: Apr-12-2023 16:11:36: 	SUCCESS
info: Apr-12-2023 16:11:36: 	END :: List all Buddy controller
info: Apr-12-2023 16:12:31: 	START :: List Buddy controller
info: Apr-12-2023 16:12:31: 	START:: List Buddy Service
info: Apr-12-2023 16:12:31: 	END:: List Buddy service
info: Apr-12-2023 16:12:31: 	SUCCESS
info: Apr-12-2023 16:12:31: 	END :: List Buddy controller
info: Apr-12-2023 16:15:22: 	START :: Delete Buddy controller
info: Apr-12-2023 16:15:22: 	START:: Delete Buddy service
info: Apr-12-2023 16:15:22: 	END:: Delete Buddy service
info: Apr-12-2023 16:15:22: 	SUCCESS
info: Apr-12-2023 16:15:22: 	END :: Delete Buddy controller
info: Apr-12-2023 16:15:40: 	START :: Update Buddy controller
info: Apr-12-2023 16:15:40: 	START:: Edit Buddy Services
info: Apr-12-2023 16:15:40: 	END :: Edit Buddy Services
info: Apr-12-2023 16:15:40: 	ERROR
info: Apr-12-2023 16:15:40: 	END :: update Buddy controller
info: Apr-12-2023 16:17:10: 	START :: Update Buddy controller
info: Apr-12-2023 16:17:10: 	START:: Edit Buddy Services
info: Apr-12-2023 16:17:10: 	END :: Edit Buddy Services
info: Apr-12-2023 16:17:10: 	ERROR
info: Apr-12-2023 16:17:10: 	END :: update Buddy controller
info: Apr-12-2023 16:18:53: 	START :: Update Buddy controller
info: Apr-12-2023 16:18:53: 	START:: Edit Buddy Services
info: Apr-12-2023 16:18:53: 	END :: Edit Buddy Services
info: Apr-12-2023 16:18:53: 	SUCCESS
info: Apr-12-2023 16:18:53: 	END :: update Buddy controller
info: Apr-12-2023 16:39:08: 	START :: Add Buddy controller
info: Apr-12-2023 16:39:08: 	START:: Add Buddy service
warn: Apr-12-2023 16:39:08: 	Id exists already. /buddy/ - POST - ::1
info: Apr-12-2023 16:39:08: 	END :: Add Buddy service
info: Apr-12-2023 16:39:08: 	ERROR
info: Apr-12-2023 16:39:08: 	END :: Add Buddy controller
info: Apr-12-2023 16:39:13: 	START :: Delete Buddy controller
info: Apr-12-2023 16:39:13: 	START:: Delete Buddy service
info: Apr-12-2023 16:39:13: 	END:: Delete Buddy service
info: Apr-12-2023 16:39:13: 	ERROR
info: Apr-12-2023 16:39:13: 	END :: Delete Buddy controller
info: Apr-12-2023 16:39:15: 	START :: List all Buddy controller
info: Apr-12-2023 16:39:15: 	START:: listing All Buddies service
info: Apr-12-2023 16:39:15: 	END:: listing All Buddies service
info: Apr-12-2023 16:39:15: 	SUCCESS
info: Apr-12-2023 16:39:15: 	END :: List all Buddy controller
info: Apr-12-2023 16:39:18: 	START :: List Buddy controller
info: Apr-12-2023 16:39:18: 	START:: List Buddy Service
info: Apr-12-2023 16:39:18: 	END:: List Buddy service
info: Apr-12-2023 16:39:18: 	SUCCESS
info: Apr-12-2023 16:39:18: 	END :: List Buddy controller
info: Apr-12-2023 16:39:24: 	START :: Delete Buddy controller
info: Apr-12-2023 16:39:24: 	START:: Delete Buddy service
info: Apr-12-2023 16:39:24: 	END:: Delete Buddy service
info: Apr-12-2023 16:39:24: 	SUCCESS
info: Apr-12-2023 16:39:24: 	END :: Delete Buddy controller
info: Apr-12-2023 16:43:35: 	START :: Add Buddy controller
info: Apr-12-2023 16:43:35: 	START:: Add Buddy service
info: Apr-12-2023 16:43:35: 	END :: Add Buddy service
info: Apr-12-2023 16:43:35: 	SUCCESS
info: Apr-12-2023 16:43:35: 	END :: Add Buddy controller
info: Apr-12-2023 16:43:54: 	START :: List all Buddy controller
info: Apr-12-2023 16:43:54: 	START:: listing All Buddies service
info: Apr-12-2023 16:43:54: 	END:: listing All Buddies service
info: Apr-12-2023 16:43:54: 	SUCCESS
info: Apr-12-2023 16:43:54: 	END :: List all Buddy controller
info: Apr-12-2023 16:43:59: 	START :: Add Buddy controller
info: Apr-12-2023 16:43:59: 	START:: Add Buddy service
info: Apr-12-2023 16:43:59: 	END :: Add Buddy service
info: Apr-12-2023 16:43:59: 	SUCCESS
info: Apr-12-2023 16:43:59: 	END :: Add Buddy controller
info: Apr-12-2023 16:44:02: 	START :: List Buddy controller
info: Apr-12-2023 16:44:02: 	START:: List Buddy Service
info: Apr-12-2023 16:44:02: 	END:: List Buddy service
info: Apr-12-2023 16:44:02: 	SUCCESS
info: Apr-12-2023 16:44:02: 	END :: List Buddy controller
info: Apr-12-2023 16:44:05: 	START :: List all Buddy controller
info: Apr-12-2023 16:44:05: 	START:: listing All Buddies service
info: Apr-12-2023 16:44:05: 	END:: listing All Buddies service
info: Apr-12-2023 16:44:05: 	SUCCESS
info: Apr-12-2023 16:44:05: 	END :: List all Buddy controller
info: Apr-12-2023 19:22:48: 	START :: Add Buddy controller
info: Apr-12-2023 19:22:48: 	START:: Add Buddy service
error: Apr-12-2023 19:22:48: 	500 - undefined - body is not defined - /buddy/ - POST - ::1
info: Apr-12-2023 19:24:26: 	START :: Add Buddy controller
info: Apr-12-2023 19:24:26: 	START:: Add Buddy service
error: Apr-12-2023 19:24:26: 	500 - undefined - body is not defined - /buddy/ - POST - ::1
info: Apr-12-2023 19:25:26: 	START :: Add Buddy controller
info: Apr-12-2023 19:25:26: 	START:: Add Buddy service
error: Apr-12-2023 19:25:26: 	500 - undefined - body is not defined - /buddy/ - POST - ::1
info: Apr-12-2023 19:26:35: 	START :: Add Buddy controller
info: Apr-12-2023 19:26:35: 	START:: Add Buddy service
error: Apr-12-2023 19:26:35: 	500 - undefined - body is not defined - /buddy/ - POST - ::1
info: Apr-12-2023 19:26:35: 	ERROR
info: Apr-12-2023 19:26:35: 	END :: Add Buddy controller
info: Apr-12-2023 19:27:29: 	START :: Add Buddy controller
info: Apr-12-2023 19:27:29: 	START:: Add Buddy service
error: Apr-12-2023 19:27:29: 	500 - undefined - body is not defined - /buddy/ - POST - ::1
info: Apr-12-2023 19:27:29: 	ERROR
info: Apr-12-2023 19:27:29: 	END :: Add Buddy controller
info: Apr-12-2023 19:28:57: 	START :: Add Buddy controller
info: Apr-12-2023 19:28:57: 	START:: Add Buddy service
error: Apr-12-2023 19:28:57: 	500 - undefined - body is not defined - /buddy/ - POST - ::1
info: Apr-12-2023 19:28:57: 	ERROR
info: Apr-12-2023 19:28:57: 	END :: Add Buddy controller
info: Apr-12-2023 19:29:22: 	START :: Add Buddy controller
info: Apr-12-2023 19:29:22: 	START:: Add Buddy service
error: Apr-12-2023 19:29:22: 	500 - undefined - body is not defined - /buddy/ - POST - ::1
info: Apr-12-2023 19:29:22: 	ERROR
info: Apr-12-2023 19:29:22: 	END :: Add Buddy controller
info: Apr-12-2023 19:29:39: 	START :: Add Buddy controller
info: Apr-12-2023 19:29:39: 	START:: Add Buddy service
error: Apr-12-2023 19:29:39: 	500 - undefined - body is not defined - /buddy/ - POST - ::1
info: Apr-12-2023 19:29:39: 	ERROR
info: Apr-12-2023 19:29:39: 	END :: Add Buddy controller
info: Apr-12-2023 19:30:52: 	START :: Add Buddy controller
info: Apr-12-2023 19:30:52: 	START:: Add Buddy service
info: Apr-12-2023 19:30:52: 	END :: Add Buddy service
info: Apr-12-2023 19:30:52: 	SUCCESS
info: Apr-12-2023 19:30:52: 	END :: Add Buddy controller
error: Apr-12-2023 19:46:39: 	invalid operation
error: Apr-12-2023 19:49:08: 	invalid operation
error: Apr-12-2023 19:49:18: 	invalid operation
error: Apr-12-2023 19:49:56: 	invalid operation
info: Apr-12-2023 19:51:02: 	START :: Delete Buddy controller
info: Apr-12-2023 19:51:02: 	START:: Delete Buddy service
error: Apr-12-2023 19:51:02: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 19:51:02: 	ERROR
info: Apr-12-2023 19:51:02: 	END :: Delete Buddy controller
info: Apr-12-2023 19:52:38: 	START :: Delete Buddy controller
info: Apr-12-2023 19:52:38: 	START:: Delete Buddy service
error: Apr-12-2023 19:52:38: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 19:52:38: 	ERROR
info: Apr-12-2023 19:52:38: 	END :: Delete Buddy controller
info: Apr-12-2023 19:52:47: 	START :: Delete Buddy controller
info: Apr-12-2023 19:52:47: 	START:: Delete Buddy service
error: Apr-12-2023 19:52:47: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 19:52:47: 	ERROR
info: Apr-12-2023 19:52:47: 	END :: Delete Buddy controller
info: Apr-12-2023 19:53:44: 	START :: Delete Buddy controller
info: Apr-12-2023 19:53:44: 	START:: Delete Buddy service
error: Apr-12-2023 19:53:44: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 19:53:44: 	ERROR
info: Apr-12-2023 19:53:44: 	END :: Delete Buddy controller
info: Apr-12-2023 19:55:51: 	START :: Delete Buddy controller
info: Apr-12-2023 19:55:51: 	START:: Delete Buddy service
error: Apr-12-2023 19:55:51: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 19:55:51: 	ERROR
info: Apr-12-2023 19:55:51: 	END :: Delete Buddy controller
info: Apr-12-2023 19:56:17: 	START :: Delete Buddy controller
info: Apr-12-2023 19:56:17: 	START:: Delete Buddy service
error: Apr-12-2023 19:56:17: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 19:56:17: 	ERROR
info: Apr-12-2023 19:56:17: 	END :: Delete Buddy controller
info: Apr-12-2023 19:57:23: 	START :: Delete Buddy controller
info: Apr-12-2023 19:57:23: 	START:: Delete Buddy service
error: Apr-12-2023 19:57:23: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 19:57:23: 	ERROR
info: Apr-12-2023 19:57:23: 	END :: Delete Buddy controller
info: Apr-12-2023 19:57:45: 	START :: Delete Buddy controller
info: Apr-12-2023 19:57:45: 	START:: Delete Buddy service
error: Apr-12-2023 19:57:45: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 19:57:45: 	ERROR
info: Apr-12-2023 19:57:45: 	END :: Delete Buddy controller
info: Apr-12-2023 19:58:15: 	START :: Delete Buddy controller
info: Apr-12-2023 19:58:15: 	START:: Delete Buddy service
info: Apr-12-2023 19:58:15: 	END:: Delete Buddy service
info: Apr-12-2023 19:58:15: 	SUCCESS
info: Apr-12-2023 19:58:15: 	END :: Delete Buddy controller
info: Apr-12-2023 19:58:22: 	START :: Add Buddy controller
info: Apr-12-2023 19:58:22: 	START:: Add Buddy service
info: Apr-12-2023 19:58:22: 	END :: Add Buddy service
info: Apr-12-2023 19:58:22: 	SUCCESS
info: Apr-12-2023 19:58:22: 	END :: Add Buddy controller
info: Apr-12-2023 19:58:24: 	START :: Delete Buddy controller
info: Apr-12-2023 19:58:24: 	START:: Delete Buddy service
error: Apr-12-2023 19:58:24: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 19:58:24: 	ERROR
info: Apr-12-2023 19:58:24: 	END :: Delete Buddy controller
info: Apr-12-2023 20:02:29: 	START :: Delete Buddy controller
info: Apr-12-2023 20:02:29: 	START:: Delete Buddy service
error: Apr-12-2023 20:02:29: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 20:02:29: 	ERROR
info: Apr-12-2023 20:02:29: 	END :: Delete Buddy controller
info: Apr-12-2023 20:02:48: 	START :: Delete Buddy controller
info: Apr-12-2023 20:02:48: 	START:: Delete Buddy service
error: Apr-12-2023 20:02:48: 	500 - undefined - Cannot read properties of null (reading 'employeeId') - /buddy/deleteBuddy?employeeId=2 - DELETE - ::1
info: Apr-12-2023 20:02:48: 	ERROR
info: Apr-12-2023 20:02:48: 	END :: Delete Buddy controller
info: Apr-12-2023 20:02:58: 	START :: Add Buddy controller
info: Apr-12-2023 20:02:58: 	START:: Add Buddy service
info: Apr-12-2023 20:02:58: 	END :: Add Buddy service
info: Apr-12-2023 20:02:58: 	SUCCESS
info: Apr-12-2023 20:02:58: 	END :: Add Buddy controller
info: Apr-12-2023 20:03:22: 	START :: Add Buddy controller
info: Apr-12-2023 20:03:22: 	START:: Add Buddy service
info: Apr-12-2023 20:03:22: 	END :: Add Buddy service
info: Apr-12-2023 20:03:22: 	SUCCESS
info: Apr-12-2023 20:03:22: 	END :: Add Buddy controller
info: Apr-12-2023 20:03:29: 	START :: Delete Buddy controller
info: Apr-12-2023 20:03:29: 	START:: Delete Buddy service
info: Apr-12-2023 20:03:29: 	END:: Delete Buddy service
info: Apr-12-2023 20:03:29: 	SUCCESS
info: Apr-12-2023 20:03:29: 	END :: Delete Buddy controller
info: Apr-12-2023 20:04:24: 	START :: Add Buddy controller
info: Apr-12-2023 20:04:24: 	START:: Add Buddy service
info: Apr-12-2023 20:04:24: 	END :: Add Buddy service
info: Apr-12-2023 20:04:24: 	SUCCESS
info: Apr-12-2023 20:04:24: 	END :: Add Buddy controller
info: Apr-12-2023 20:17:38: 	START :: List all Buddy controller
info: Apr-12-2023 20:17:38: 	START:: listing All Buddies service
info: Apr-12-2023 20:17:38: 	END:: listing All Buddies service
info: Apr-12-2023 20:17:58: 	START :: List all Buddy controller
info: Apr-12-2023 20:17:58: 	START:: listing All Buddies service
info: Apr-12-2023 20:17:58: 	END:: listing All Buddies service
info: Apr-12-2023 20:17:58: 	SUCCESS
info: Apr-12-2023 20:17:58: 	END :: List all Buddy controller
info: Apr-12-2023 20:23:00: 	START :: List all Buddy controller
info: Apr-12-2023 20:23:00: 	START:: listing All Buddies service
info: Apr-12-2023 20:23:00: 	END:: listing All Buddies service
info: Apr-12-2023 20:23:00: 	SUCCESS
info: Apr-12-2023 20:23:00: 	END :: List all Buddy controller
error: Apr-12-2023 20:31:32: 	invalid operation
info: Apr-12-2023 20:33:10: 	START :: List Buddy controller
info: Apr-12-2023 20:33:10: 	START:: List Buddy Service
info: Apr-12-2023 20:33:10: 	END:: List Buddy service
info: Apr-12-2023 20:33:10: 	SUCCESS
info: Apr-12-2023 20:33:10: 	END :: List Buddy controller
info: Apr-12-2023 20:42:43: 	START :: Update Buddy controller
info: Apr-12-2023 20:42:43: 	START:: Edit Buddy Services
info: Apr-12-2023 20:42:43: 	END :: Edit Buddy Services
info: Apr-12-2023 20:42:43: 	SUCCESS
info: Apr-12-2023 20:42:43: 	END :: update Buddy controller
error: Apr-13-2023 11:48:25: 	invalid operation
error: Apr-13-2023 11:48:26: 	invalid operation
error: Apr-13-2023 11:48:27: 	invalid operation
error: Apr-13-2023 11:48:27: 	invalid operation
error: Apr-13-2023 11:48:30: 	invalid operation
error: Apr-13-2023 11:48:31: 	invalid operation
error: Apr-13-2023 11:48:31: 	invalid operation
error: Apr-13-2023 11:48:40: 	invalid operation
error: Apr-13-2023 11:48:41: 	invalid operation
error: Apr-13-2023 11:48:41: 	invalid operation
error: Apr-13-2023 11:48:41: 	invalid operation
error: Apr-13-2023 11:48:41: 	invalid operation
error: Apr-13-2023 11:48:42: 	invalid operation
error: Apr-13-2023 11:48:42: 	invalid operation
error: Apr-13-2023 11:48:42: 	invalid operation
error: Apr-13-2023 11:48:42: 	invalid operation
error: Apr-13-2023 11:48:43: 	invalid operation
error: Apr-13-2023 11:48:43: 	invalid operation
error: Apr-13-2023 11:48:43: 	invalid operation
error: Apr-13-2023 11:48:43: 	invalid operation
error: Apr-13-2023 11:48:44: 	invalid operation
error: Apr-13-2023 11:48:44: 	invalid operation
error: Apr-13-2023 11:48:44: 	invalid operation
error: Apr-13-2023 11:48:44: 	invalid operation
error: Apr-13-2023 11:48:44: 	invalid operation
error: Apr-13-2023 11:48:44: 	invalid operation
error: Apr-13-2023 11:48:44: 	invalid operation
error: Apr-13-2023 11:48:45: 	invalid operation
error: Apr-13-2023 11:48:45: 	invalid operation
error: Apr-13-2023 11:48:45: 	invalid operation
error: Apr-13-2023 11:48:45: 	invalid operation
error: Apr-13-2023 11:48:45: 	invalid operation
error: Apr-13-2023 11:48:46: 	invalid operation
error: Apr-13-2023 11:48:46: 	invalid operation
error: Apr-13-2023 11:48:46: 	invalid operation
error: Apr-13-2023 11:48:46: 	invalid operation
error: Apr-13-2023 11:48:46: 	invalid operation
error: Apr-13-2023 11:48:46: 	invalid operation
error: Apr-13-2023 11:48:47: 	invalid operation
error: Apr-13-2023 11:48:47: 	invalid operation
error: Apr-13-2023 11:48:47: 	invalid operation
error: Apr-13-2023 11:48:47: 	invalid operation
error: Apr-13-2023 11:48:48: 	invalid operation
error: Apr-13-2023 11:48:48: 	invalid operation
error: Apr-13-2023 11:48:48: 	invalid operation
error: Apr-13-2023 11:48:48: 	invalid operation
error: Apr-13-2023 11:48:48: 	invalid operation
error: Apr-13-2023 11:48:48: 	invalid operation
error: Apr-13-2023 11:48:49: 	invalid operation
error: Apr-13-2023 11:48:49: 	invalid operation
error: Apr-13-2023 11:48:49: 	invalid operation
error: Apr-13-2023 11:48:49: 	invalid operation
error: Apr-13-2023 11:48:50: 	invalid operation
error: Apr-13-2023 11:48:50: 	invalid operation
error: Apr-13-2023 11:48:50: 	invalid operation
error: Apr-13-2023 11:48:50: 	invalid operation
error: Apr-13-2023 11:48:50: 	invalid operation
error: Apr-13-2023 11:48:50: 	invalid operation
error: Apr-13-2023 11:48:51: 	invalid operation
error: Apr-13-2023 11:48:51: 	invalid operation
error: Apr-13-2023 11:48:51: 	invalid operation
error: Apr-13-2023 11:48:51: 	invalid operation
error: Apr-13-2023 11:48:51: 	invalid operation
error: Apr-13-2023 11:48:51: 	invalid operation
error: Apr-13-2023 11:48:51: 	invalid operation
error: Apr-13-2023 11:48:51: 	invalid operation
error: Apr-13-2023 11:48:52: 	invalid operation
error: Apr-13-2023 11:48:52: 	invalid operation
error: Apr-13-2023 11:48:52: 	invalid operation
error: Apr-13-2023 11:48:52: 	invalid operation
error: Apr-13-2023 11:48:52: 	invalid operation
error: Apr-13-2023 11:48:53: 	invalid operation
error: Apr-13-2023 11:48:53: 	invalid operation
error: Apr-13-2023 11:48:54: 	invalid operation
error: Apr-13-2023 11:48:54: 	invalid operation
error: Apr-13-2023 11:48:54: 	invalid operation
error: Apr-13-2023 11:48:55: 	invalid operation
error: Apr-13-2023 11:48:55: 	invalid operation
error: Apr-13-2023 11:48:55: 	invalid operation
error: Apr-13-2023 11:48:55: 	invalid operation
error: Apr-13-2023 11:48:55: 	invalid operation
error: Apr-13-2023 11:48:56: 	invalid operation
error: Apr-13-2023 11:48:56: 	invalid operation
error: Apr-13-2023 11:48:56: 	invalid operation
error: Apr-13-2023 11:48:56: 	invalid operation
error: Apr-13-2023 11:48:57: 	invalid operation
error: Apr-13-2023 11:48:57: 	invalid operation
error: Apr-13-2023 11:48:57: 	invalid operation
error: Apr-13-2023 11:48:57: 	invalid operation
error: Apr-13-2023 11:48:57: 	invalid operation
error: Apr-13-2023 11:48:57: 	invalid operation
error: Apr-13-2023 11:48:57: 	invalid operation
error: Apr-13-2023 11:48:58: 	invalid operation
error: Apr-13-2023 11:48:58: 	invalid operation
error: Apr-13-2023 11:48:58: 	invalid operation
error: Apr-13-2023 11:48:58: 	invalid operation
error: Apr-13-2023 11:48:58: 	invalid operation
error: Apr-13-2023 11:48:58: 	invalid operation
error: Apr-13-2023 11:48:58: 	invalid operation
error: Apr-13-2023 11:48:58: 	invalid operation
error: Apr-13-2023 11:48:58: 	invalid operation
error: Apr-13-2023 11:48:59: 	invalid operation
error: Apr-13-2023 11:48:59: 	invalid operation
error: Apr-13-2023 11:48:59: 	invalid operation
error: Apr-13-2023 11:48:59: 	invalid operation
error: Apr-13-2023 11:48:59: 	invalid operation
error: Apr-13-2023 11:48:59: 	invalid operation
error: Apr-13-2023 11:48:59: 	invalid operation
error: Apr-13-2023 11:48:59: 	invalid operation
error: Apr-13-2023 11:48:59: 	invalid operation
error: Apr-13-2023 11:49:00: 	invalid operation
error: Apr-13-2023 11:49:00: 	invalid operation
error: Apr-13-2023 11:49:00: 	invalid operation
error: Apr-13-2023 11:49:00: 	invalid operation
error: Apr-13-2023 11:49:00: 	invalid operation
error: Apr-13-2023 11:49:00: 	invalid operation
error: Apr-13-2023 11:49:00: 	invalid operation
error: Apr-13-2023 11:49:00: 	invalid operation
error: Apr-13-2023 11:49:00: 	invalid operation
error: Apr-13-2023 11:49:01: 	invalid operation
error: Apr-13-2023 11:49:01: 	invalid operation
error: Apr-13-2023 11:49:01: 	invalid operation
error: Apr-13-2023 11:49:01: 	invalid operation
error: Apr-13-2023 11:49:01: 	invalid operation
error: Apr-13-2023 11:49:02: 	invalid operation
error: Apr-13-2023 11:49:02: 	invalid operation
error: Apr-13-2023 11:49:02: 	invalid operation
error: Apr-13-2023 11:49:02: 	invalid operation
error: Apr-13-2023 11:49:02: 	invalid operation
error: Apr-13-2023 11:49:02: 	invalid operation
error: Apr-13-2023 11:49:03: 	invalid operation
error: Apr-13-2023 11:49:03: 	invalid operation
error: Apr-13-2023 11:49:03: 	invalid operation
error: Apr-13-2023 11:49:03: 	invalid operation
error: Apr-13-2023 11:49:03: 	invalid operation
error: Apr-13-2023 11:49:03: 	invalid operation
error: Apr-13-2023 11:49:03: 	invalid operation
error: Apr-13-2023 11:49:03: 	invalid operation
error: Apr-13-2023 11:49:03: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:04: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:05: 	invalid operation
error: Apr-13-2023 11:49:06: 	invalid operation
error: Apr-13-2023 11:49:06: 	invalid operation
error: Apr-13-2023 11:49:06: 	invalid operation
error: Apr-13-2023 11:49:06: 	invalid operation
error: Apr-13-2023 11:49:06: 	invalid operation
error: Apr-13-2023 11:49:06: 	invalid operation
error: Apr-13-2023 11:49:06: 	invalid operation
error: Apr-13-2023 11:49:06: 	invalid operation
error: Apr-13-2023 11:49:06: 	invalid operation
error: Apr-13-2023 11:49:07: 	invalid operation
error: Apr-13-2023 11:49:07: 	invalid operation
error: Apr-13-2023 11:49:07: 	invalid operation
error: Apr-13-2023 11:49:07: 	invalid operation
error: Apr-13-2023 11:49:07: 	invalid operation
error: Apr-13-2023 11:49:07: 	invalid operation
error: Apr-13-2023 11:49:07: 	invalid operation
error: Apr-13-2023 11:49:08: 	invalid operation
error: Apr-13-2023 11:49:08: 	invalid operation
error: Apr-13-2023 11:49:08: 	invalid operation
error: Apr-13-2023 11:49:08: 	invalid operation
error: Apr-13-2023 11:49:08: 	invalid operation
error: Apr-13-2023 11:49:08: 	invalid operation
error: Apr-13-2023 11:49:08: 	invalid operation
error: Apr-13-2023 11:49:08: 	invalid operation
error: Apr-13-2023 11:49:09: 	invalid operation
error: Apr-13-2023 11:49:09: 	invalid operation
error: Apr-13-2023 11:49:09: 	invalid operation
error: Apr-13-2023 11:49:09: 	invalid operation
error: Apr-13-2023 11:49:09: 	invalid operation
error: Apr-13-2023 11:49:09: 	invalid operation
error: Apr-13-2023 11:49:09: 	invalid operation
error: Apr-13-2023 11:49:09: 	invalid operation
error: Apr-13-2023 11:49:10: 	invalid operation
error: Apr-13-2023 11:49:10: 	invalid operation
error: Apr-13-2023 11:49:10: 	invalid operation
error: Apr-13-2023 11:49:10: 	invalid operation
error: Apr-13-2023 11:49:11: 	invalid operation
error: Apr-13-2023 11:49:11: 	invalid operation
error: Apr-13-2023 11:49:11: 	invalid operation
error: Apr-13-2023 11:49:11: 	invalid operation
error: Apr-13-2023 11:49:11: 	invalid operation
error: Apr-13-2023 11:49:11: 	invalid operation
error: Apr-13-2023 11:49:11: 	invalid operation
